Date,Close
15/09/2020,2.834
16/09/2020,2.824
17/09/2020,2.82
18/09/2020,2.803
21/09/2020,2.777
22/09/2020,2.772
23/09/2020,2.775
24/09/2020,2.793
25/09/2020,2.771
28/09/2020,2.767
29/09/2020,2.756
30/09/2020,2.743
01/10/2020,2.526
02/10/2020,2.458
05/10/2020,2.488
06/10/2020,2.517
07/10/2020,2.502
08/10/2020,2.5
09/10/2020,2.529
12/10/2020,2.539
13/10/2020,2.545
14/10/2020,2.541
15/10/2020,2.539
16/10/2020,2.549
19/10/2020,2.567
20/10/2020,2.54
21/10/2020,2.561
22/10/2020,2.563
23/10/2020,2.553
26/10/2020,2.551
27/10/2020,2.546
28/10/2020,2.569
29/10/2020,2.604
30/10/2020,2.574
02/11/2020,2.6
03/11/2020,2.592
04/11/2020,2.592
05/11/2020,2.557
06/11/2020,2.575
09/11/2020,2.589
10/11/2020,2.577
11/11/2020,2.554
12/11/2020,2.57
13/11/2020,2.576
16/11/2020,2.564
17/11/2020,2.568
18/11/2020,2.538
19/11/2020,2.542
20/11/2020,2.536
23/11/2020,2.53
24/11/2020,2.514
25/11/2020,2.493
26/11/2020,2.38
27/11/2020,2.434
30/11/2020,2.421
01/12/2020,2.42
02/12/2020,2.42
03/12/2020,2.394
04/12/2020,2.379
07/12/2020,2.361
08/12/2020,2.385
09/12/2020,2.392
10/12/2020,2.339
11/12/2020,2.371
14/12/2020,2.346
15/12/2020,2.296
16/12/2020,2.322
17/12/2020,2.315
18/12/2020,2.33
21/12/2020,2.337
22/12/2020,2.293
23/12/2020,2.302
24/12/2020,2.284
25/12/2020,2.307
28/12/2020,2.322
29/12/2020,2.31
30/12/2020,2.419
31/12/2020,2.451
04/01/2021,2.432
05/01/2021,2.415
06/01/2021,2.427
07/01/2021,2.422
08/01/2021,2.436
11/01/2021,2.402
12/01/2021,2.384
13/01/2021,2.331
14/01/2021,2.322
15/01/2021,2.207
18/01/2021,2.197
19/01/2021,2.06
20/01/2021,2.212
21/01/2021,2.188
22/01/2021,2.188
25/01/2021,2.207
26/01/2021,2.231
27/01/2021,2.23
28/01/2021,2.315
29/01/2021,2.304
01/02/2021,2.279
02/02/2021,2.302
03/02/2021,2.295
04/02/2021,2.251
05/02/2021,2.247
08/02/2021,2.268
09/02/2021,2.273
10/02/2021,2.217
11/02/2021,2.051
12/02/2021,2.217
15/02/2021,2.217
16/02/2021,2.217
17/02/2021,2.209
18/02/2021,2.254
19/02/2021,2.221
22/02/2021,2.243
23/02/2021,2.276
24/02/2021,2.27
25/02/2021,2.31
26/02/2021,2.355
01/03/2021,2.335
02/03/2021,2.304
03/03/2021,2.295
04/03/2021,2.377
05/03/2021,2.343
08/03/2021,2.365
09/03/2021,2.388
10/03/2021,2.332
11/03/2021,2.393
12/03/2021,2.359
15/03/2021,2.362
16/03/2021,2.376
17/03/2021,2.42
18/03/2021,2.412
19/03/2021,2.431
22/03/2021,2.408
23/03/2021,2.389
24/03/2021,2.346
25/03/2021,2.395
26/03/2021,2.359
29/03/2021,2.382
30/03/2021,2.385
31/03/2021,2.386
01/04/2021,2.351
02/04/2021,2.362
05/04/2021,2.385
06/04/2021,2.367
07/04/2021,2.363
08/04/2021,2.365
09/04/2021,2.373
12/04/2021,2.386
13/04/2021,2.363
14/04/2021,2.376
15/04/2021,2.373
16/04/2021,2.287
19/04/2021,2.337
20/04/2021,2.319
21/04/2021,2.269
22/04/2021,2.243
23/04/2021,2.295
26/04/2021,2.281
27/04/2021,2.308
28/04/2021,2.313
29/04/2021,2.313
30/04/2021,2.263
03/05/2021,2.262
04/05/2021,2.378
05/05/2021,2.374
06/05/2021,2.398
07/05/2021,2.4
10/05/2021,2.393
11/05/2021,2.389
12/05/2021,2.372
13/05/2021,2.39
14/05/2021,2.379
17/05/2021,2.369
